id,pond,date,elodeastatus,latitude,longitude,trophicposition,kingdom,phylum,order,family,genus,species,sampletype,dC13,dN15,notes
4253,Lily Pond,7/18/06,native,60.520354,-145.600586,producer,Plantae,Magnoliophyta,Myricales,Myricaceae,Myrica,gale,leaf,-30.264,0.47,
4254,Lily Pond,7/18/06,native,60.520354,-145.600586,producer,Plantae,Magnoliophyta,Myricales,Myricaceae,Myrica,gale,leaf,-30.222,0.438,
4255,Lily Pond,7/18/06,native,60.520354,-145.600586,producer,Plantae,Magnoliophyta,Fagales,Betulaceae,Alnus,rubra,leaf,-26.008,-0.73,
4256,Lily Pond,7/18/06,native,60.520354,-145.600586,producer,Plantae,Magnoliophyta,Fagales,Betulaceae,Alnus,rubra,leaf,-26.798,-0.574,
4305,Lily Pond,7/18/06,native,60.520354,-145.600586,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-31.228,2.431,
4306,Lily Pond,7/18/06,native,60.520354,-145.600586,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-30.212,1.489,
4307,Lily Pond,7/18/06,native,60.520354,-145.600586,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-31.337,1.173,
4308,Lily Pond,7/18/06,native,60.520354,-145.600586,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-28.985,1.439,
4309,Lily Pond,7/18/06,native,60.520354,-145.600586,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-29.229,0.556,
4310,Lily Pond,7/18/06,native,60.520354,-145.600586,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-30.91,0.939,
4252,Lily Pond,7/20/06,native,60.520354,-145.600586,producer,Plantae,Magnoliophyta,Myricales,Myricaceae,Myrica,gale,leaf,-29.395,0.523,
4181,Lily Pond,7/19/10,native,60.520354,-145.600586,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-24.426,0.641,
4182,Lily Pond,7/19/10,native,60.520354,-145.600586,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-24.122,0.871,
4183,Lily Pond,7/19/10,native,60.520354,-145.600586,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-24.596,0.95,
3983,Lily Pond,7/5/09,native,60.520354,-145.600586,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-30.104,-0.895,
3984,Lily Pond,7/5/09,native,60.520354,-145.600586,producer,NA,NA,NA,NA,NA,NA,biofilm,-26.15,1.719,
3985,Lily Pond,7/5/09,native,60.520354,-145.600586,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-25.828,0.529,
3986,Lily Pond,7/5/09,native,60.520354,-145.600586,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,leaf,-28.064,-0.031,
3987,Lily Pond,7/5/09,native,60.520354,-145.600586,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-30.27,-1.14,
4022,Martin Lake,7/7/09,elodea,60.371983,-144.555494,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-26.205,1.738,
4023,Martin Lake,7/7/09,elodea,60.371983,-144.555494,producer,NA,NA,NA,NA,NA,NA,biofilm,-30.925,0.611,
4024,Martin Lake,7/7/09,elodea,60.371983,-144.555494,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,richardsonii,leaf,-12.547,1.707,
4025,Martin Lake,7/7/09,elodea,60.371983,-144.555494,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Scirpus,microcarpus,whole.indiv,-29.729,2.711,
4026,Martin Lake,7/7/09,elodea,60.371983,-144.555494,producer,Plantae,Magnoliophyta,Typhales,Sparganiaceae,Sparganium,augustifolium,whole.indiv,-27.201,1.097,
4027,Martin Lake,7/7/09,elodea,60.371983,-144.555494,producer,Plantae,Magnoliophyta,Hydrocharitales,Hydrocharitaceae,Elodea,canadensis,submerged,-16.858,-1.456,
4283,McKinley Lake,7/21/06,elodea,60.456894,-145.188906,producer,Plantae,Magnoliophyta,Typhales,Sparganiaceae,Sparganium,NA,emergent,-26.23,3.965,
4284,McKinley Lake,7/21/06,elodea,60.456894,-145.188906,producer,Plantae,Magnoliophyta,Ranunculales,Ranunculaceae,Ranunculus ,trichophyllus,submerged,-16.405,1.11,
4285,McKinley Lake,7/21/06,elodea,60.456894,-145.188906,producer,Plantae,Magnoliophyta,Ranunculales,Ranunculaceae,Ranunculus ,trichophyllus,submerged,-16.35,2.472,
4286,McKinley Lake,7/21/06,elodea,60.456894,-145.188906,producer,Plantae,Magnoliophyta,Ranunculales,Ranunculaceae,Ranunculus ,trichophyllus,submerged,-16.194,3.579,
4287,McKinley Lake,7/21/06,elodea,60.456894,-145.188906,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,richardsonii,submerged,-14.251,4.57,
4288,McKinley Lake,7/21/06,elodea,60.456894,-145.188906,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,richardsonii,submerged,-14.016,1.522,
4289,McKinley Lake,7/21/06,elodea,60.456894,-145.188906,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,richardsonii,submerged,-13.719,1.678,
4290,McKinley Lake,7/21/06,elodea,60.456894,-145.188906,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,richardsonii,submerged,-14.119,4.298,
4291,McKinley Lake,7/21/06,elodea,60.456894,-145.188906,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,richardsonii,submerged,-14.671,3.355,
4118,McKinley Lake,7/5/09,elodea,60.456894,-145.188906,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-26.415,1.684,
4187,McKinley Lake,7/22/10,elodea,60.456894,-145.188906,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-23.381,0.809,
4188,McKinley Lake,7/22/10,elodea,60.456894,-145.188906,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-23.932,0.737,
4189,McKinley Lake,7/22/10,elodea,60.456894,-145.188906,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-24.956,3.499,
4190,McKinley Lake,7/22/10,elodea,60.456894,-145.188906,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-24.871,-0.234,
4101,NA,6/8/09,NA,NA,NA,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,seed,-22.684,1.594,
4103,NA,6/8/09,NA,NA,NA,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,seed,-23.503,1.462,
4104,NA,6/8/09,NA,NA,NA,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,seed,-25.507,0.982,
4114,NA,6/8/09,NA,NA,NA,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Carex,lyngbyei,emergent,-27.182,1.188,
4115,NA,6/8/09,NA,NA,NA,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,Sporobolus,airoides,emergent,-27.277,1.996,
4116,NA,6/8/09,NA,NA,NA,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,Sporobolus,airoides,emergent,-27.295,2.866,
4117,NA,6/8/09,NA,NA,NA,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Carex,lyngbyei,emergent,-26.33,1.534,
4105,NA,6/9/09,NA,NA,NA,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,seed,-22.731,1.872,
4107,NA,6/10/09,NA,NA,NA,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,seed,-23.448,1.342,
4108,NA,6/10/09,NA,NA,NA,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,seed,-26.124,1.056,
4102,NA,NA,NA,NA,NA,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,seed,-24.481,0.091,
4106,NA,NA,NA,NA,NA,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,seed,-25.679,2.159,
4276,PWS 22,NA,NA,NA,NA,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Eleocharis,palustris,emergent,-27.969,6.349,
4277,PWS 22,NA,NA,NA,NA,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Eleocharis,palustris,emergent,-28.289,6.053,
4278,PWS 22,NA,NA,NA,NA,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,Calamagrostis,canadensis,emergent,-26.794,0.231,
4279,PWS 22,NA,NA,NA,NA,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,Calamagrostis,canadensis,emergent,-26.838,0.365,
4280,PWS 22,NA,NA,NA,NA,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Carex,lyngbyei,emergent,-25.694,5.824,
4281,PWS 22,NA,NA,NA,NA,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Carex,lyngbyei,emergent,-25.649,4.555,
4282,PWS 22,NA,NA,NA,NA,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Carex,lyngbyei,emergent,-27.444,6.181,
4293,Square Pond,7/18/06,native,60.472224,-145.393218,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-33.19,0.275,
4294,Square Pond,7/18/06,native,60.472224,-145.393218,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-32.6,1.112,
4295,Square Pond,7/18/06,native,60.472224,-145.393218,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-33.059,-1.239,
4296,Square Pond,7/18/06,native,60.472224,-145.393218,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-34.23,-0.336,
4297,Square Pond,7/18/06,native,60.472224,-145.393218,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-34.546,-0.651,
4298,Square Pond,7/18/06,native,60.472224,-145.393218,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-33.371,1.235,
4243,Square Pond,7/19/06,native,60.472224,-145.393218,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,emergent,-26.562,1.485,
4244,Square Pond,7/19/06,native,60.472224,-145.393218,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,emergent,-26.441,3.416,
4245,Square Pond,7/19/06,native,60.472224,-145.393218,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,emergent,-26.615,1.845,
4174,Square Pond,7/19/10,,60.472224,-145.393218,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-23.797,0.346,
4176,Square Pond,7/19/10,,60.472224,-145.393218,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-24.511,-1.231,
4177,Square Pond,7/19/10,,60.472224,-145.393218,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-23.913,0.293,
68,Strawberry,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,emergent,-28.016825,-2.854507,
69,Strawberry,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,emergent,-28.908805,-2.421004,
42,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,stem,-28.04732,-0.142115,
43,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-28.75673,1.361618,
44,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,seed,-29.20604,0.164744,
45,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,seed.head,-28.38596,-0.795481,Empty Seed Head
46,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-27.58322,2.567165,
47,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,stem,-27.71684,2.091802,
48,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-28.36454,1.106797,
49,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,stem,-27.50264,0.61987,
50,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,inflorescence,-29.85272,-0.153679,
51,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-29.33059,1.446125,
52,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,stem,-28.660575,-0.119425,
54,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-29.71272,-3.703873,
55,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,stem,-28.832585,1.256936,
56,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,seed,-29.802845,-0.645979,
57,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,inflorescence,-29.36664,-3.047224,
58,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,seed,-28.70641,-3.070156,
59,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-27.40655,2.19803,
60,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,stem,-26.535685,0.096665,
61,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-28.913955,-1.073308,
62,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,stem,-27.08931,-1.681888,
63,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-29.50466,1.897268,
64,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,stem,-29.753405,2.010164,
65,Swanny,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,seed,-29.392905,1.271048,
4299,Tiedeman N,7/20/06,NA,60.418658,-145.471398,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-28.417,2.141,
4300,Tiedeman N,7/20/06,NA,60.418658,-145.471398,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-29.65,1.412,
4301,Tiedeman N,7/20/06,NA,60.418658,-145.471398,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-29.165,1.487,
4302,Tiedeman N,7/20/06,NA,60.418658,-145.471398,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-28.604,1.552,
4303,Tiedeman N,7/20/06,NA,60.418658,-145.471398,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-27.666,2.04,
4304,Tiedeman N,7/20/06,NA,60.418658,-145.471398,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-28.214,1.275,
4246,Tiedeman N,7/22/06,NA,60.418658,-145.471398,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,leaf,-26.838,0.605,
4247,Tiedeman N,7/22/06,NA,60.418658,-145.471398,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,leaf,-27.406,0.998,
4248,Tiedeman N,7/22/06,NA,60.418658,-145.471398,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,leaf,-26.924,1.102,
4178,Tiedeman N,7/21/10,NA,60.418658,-145.471398,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-24.297,1.855,
4179,Tiedeman N,7/21/10,NA,60.418658,-145.471398,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-24.362,1.984,
4180,Tiedeman N,7/21/10,NA,60.418658,-145.471398,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-24.728,1.907,
4208,Tiedeman N,7/21/10,NA,60.418658,-145.471398,detritus,NA,NA,Tricoptera,Phryganeidae,NA,NA,detritus,-28.679,2.408,
4257,Tiedeman S,7/22/06,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,emergent,-26.88,1.77,
4258,Tiedeman S,7/22/06,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,emergent,-26.998,1.496,
4259,Tiedeman S,7/22/06,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,emergent,-27.258,1.559,
4260,Tiedeman S,7/22/06,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,leaf,-26.594,0.15,
4261,Tiedeman S,7/22/06,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,leaf,-27.118,0.861,
4262,Tiedeman S,7/22/06,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,leaf,-26.9,1.103,
4311,Tiedeman S,7/22/06,NA,60.417351,-145.469489,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-29.596,2.008,
4312,Tiedeman S,7/22/06,NA,60.417351,-145.469489,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-28.255,1.951,
4313,Tiedeman S,7/22/06,NA,60.417351,-145.469489,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-28.778,2.323,
4314,Tiedeman S,7/22/06,NA,60.417351,-145.469489,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-28.387,0.961,
4315,Tiedeman S,7/22/06,NA,60.417351,-145.469489,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-29.561,1.97,
4316,Tiedeman S,7/22/06,NA,60.417351,-145.469489,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-29.634,0.49,
4184,Tiedeman S,7/23/10,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-23.165,1.721,
4185,Tiedeman S,7/23/10,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-23.956,1.626,
4186,Tiedeman S,7/23/10,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-23.501,1.354,
4055,Tiedeman N,7/8/09,NA,60.418658,-145.471398,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-29.657,-0.967,
4056,Tiedeman N,7/8/09,NA,60.418658,-145.471398,producer,NA,NA,NA,NA,NA,NA,biofilm,-25.031,1.636,
4057,Tiedeman N,7/8/09,NA,60.418658,-145.471398,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-23.978,1.522,
4058,Tiedeman N,7/8/09,NA,60.418658,-145.471398,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-28.097,1.064,
4059,Tiedeman N,7/8/09,NA,60.418658,-145.471398,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,emergent,-27.058,3.239,
4060,Tiedeman N,7/8/09,NA,60.418658,-145.471398,producer,Plantae,Magnoliophyta,Halorgales,Haloragaceae,Myriophyllum,farwelli,submerged,-26.433,2.072,
3950,Tiedeman S,7/5/09,NA,60.417351,-145.469489,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-30.052,0.657,
3951,Tiedeman S,7/5/09,NA,60.417351,-145.469489,producer,NA,NA,NA,NA,NA,NA,biofilm,-27.878,1.362,
3952,Tiedeman S,7/5/09,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-25.871,0.176,
3953,Tiedeman S,7/5/09,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,emergent,-26.969,2.863,
3955,Tiedeman S,7/5/09,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Scirpus,microcarpus,emergent,-26.77,2.048,
3967,Tiedeman S,7/5/09,NA,60.417351,-145.469489,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-32.266,1.275,
3968,Tiedeman S,7/5/09,NA,60.417351,-145.469489,producer,NA,NA,NA,NA,NA,NA,biofilm,-27.933,0.336,
3969,Tiedeman S,7/5/09,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Scirpus,microcarpus,emergent,-27.324,5.322,
3970,Tiedeman S,7/5/09,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,emergent,-27.16,4.722,
3971,Tiedeman S,7/5/09,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-28.505,3.142,
3972,Tiedeman S,7/5/09,NA,60.417351,-145.469489,producer,producer,Plantae,Charophyta,Charales,Characeae,Chara,NA,-29.148,-0.335,
