id,pond,date,elodeastatus,latitude,longitude,trophicposition,kingdom,phylum,order ,family,genus,species,no.indiv,sampletype,lengthmm,dC13,dN15,CNratio,notes
0106,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,stem,,-29.36728,1.378324,,
0057,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,inflorescence,,-29.36664,-3.047224,,
0051,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,-29.33059,1.446125,,
0102,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,stem,,-29.21359,0.904924,,
0044,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,seed,,-29.20604,0.164744,,
0009,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,leaf,,-29.0892,-0.26176,,
0023,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,stem,,-28.99445,-1.4393005,,
0061,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,-28.913955,-1.073308,,
0069,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,-28.908805,-2.421004,,
0025,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,stem,,-28.90793,-0.1648825,,
0055,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,stem,,-28.832585,1.256936,,
0043,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,-28.75673,1.361618,,
0027,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,seed,,-28.708625,-4.6253455,,
0058,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,seed,,-28.70641,-3.070156,,
0052,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,stem,,-28.660575,-0.119425,,
0104,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,stem,,-28.64897,1.770194,,
0028,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,inflorescence,,-28.57627,-1.2565915,,
0036,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,-28.5513975,1.901577,,
0008,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,emergent,,-28.537,0.684298,,
0031,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,inflorescence,,-28.43001,1.965359,,
0001,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,-28.4264,3.6516,,
0045,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,seed.head,,-28.38596,-0.795481,,Empty Seed Head
0048,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,-28.36454,1.106797,,
0033,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,-28.22607,-1.112515,,
0099,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,-28.14757,1.760726,,
0042,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,stem,,-28.04732,-0.142115,,
0068,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,-28.016825,-2.854507,,
0029,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,-27.97681,-0.555298,,
0035,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,NA,1,emergent,,-27.862135,-0.35913375,,
0105,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,-27.75408,1.282592,,
0047,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,stem,,-27.71684,2.091802,,
0037,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,stem,,-27.58322,-2.02333,,
0046,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,-27.58322,2.567165,,
0049,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,stem,,-27.50264,0.61987,,
0032,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,stem,,-27.40722,2.168066,,
0059,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,-27.40655,2.19803,,
0062,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,stem,,-27.08931,-1.681888,,
0041,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,-27.0314,0.326227,,
0004,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,-27.00033333,-1.244353333,,
0107,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,-26.90497,0.703466,,
0040,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,inflorescence,,-26.89829,-0.708338,,
0100,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,stem,,-26.8581,1.606608,,
0039,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,stem,,-26.72948,0.041257,,
0003,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,-26.6633,1.000176333,,
0060,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,stem,,-26.535685,0.096665,,
0103,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,-26.36433,-0.022414,,
0007,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Bryophyta,Sphagnales,Sphagnaceae,Sphagnum,N/A,1,submerged,,-26.3425,-0.5253633333,,
0030,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,stem,,-26.220145,-1.2538645,,
0145,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Halorgales,Haloragaceae,Myriophyllum,sibiricum,1,whole.indiv,,-25.77968,-1.320212,,
0005,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,stem,,-25.6623,-1.142946667,,
0006,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Bryophyta,Sphagnales,Sphagnaceae,Sphagnum,N/A,1,emergent,,-25.5593,-0.711015,,
0021,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Halorgales,Haloragaceae,Myriophyllum,sibiricum,1,emergent,,-24.8981,-1.199779,,
0070,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,#NAME?,,,
0011,RHM,07/27/19,native,,,predator,Animalia,Annelida,Hirudinea,N/A,N/A,N/A,1,whole.invert,,,,,
0012,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Anthropoda,Coleoptera,Dytiscus,N/A,N/A,1,whole.invert,,,,,
0013,EYS,08/14/19,native,60.477,-145.683,predator,Animalia,Anthropoda,Tricoptera,N/A,N/A,N/A,1,whole.invert,,,,,
0014,EYS,08/15/19,native,60.477,-145.683,predator,Animalia,Anthropoda,Odonata,N/A,N/A,N/A,1,whole.invert,,,,,
0015,EYS,08/16/19,native,60.477,-145.683,predator,Animalia,Anthropoda,Odonata,N/A,N/A,N/A,1,whole.invert,,,,,
0016,EYS,08/17/19,native,60.477,-145.683,predator,Animalia,Anthropoda,Odonata,N/A,N/A,N/A,1,whole.invert,,,,,
0017,EYS,08/18/19,native,60.477,-145.683,predator,Animalia,Anthropoda,Odonata,N/A,N/A,N/A,1,whole.invert,,,,,
0018,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,stem,,,,,
0019,EYS,08/20/19,native,60.477,-145.683,predator,Animalia,Anthropoda,Coleoptera,Dytiscus,N/A,N/A,1,whole.invert,,,,,
0020,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,,,,
0034,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,NA,1,emergent,,,,,
0038,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,inflorescence,,,,,
0053,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,inflorescence,,,,,
0066,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,inflorescence,,,,,
0067,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,seed,,,,,
0071,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0072,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0073,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0074,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0075,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0076,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0077,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0078,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0079,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0080,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0081,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0082,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0083,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0084,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0085,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0086,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0087,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0088,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0089,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0090,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,stem,,,,,
0091,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0092,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,stem,,,,,
0093,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0094,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,stem,,,,,
0095,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0096,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,stem,,,,,
0097,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0098,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,stem,,,,,
0101,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0109,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,,,,
0110,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,stem,,,,,
0111,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,,,,
0112,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,stem,,,,,
0113,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,,,,
0114,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,stem,,,,,
0115,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,whole.indiv,,,,,
0116,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Bryophyta,Sphagnales,Sphagnaceae,Sphagnum,N/A,1,whole.indiv,,,,,
0117,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Bryophyta,Sphagnales,Sphagnaceae,Sphagnum,N/A,1,whole.indiv,,,,,
0118,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Bryophyta,Sphagnales,Sphagnaceae,Sphagnum,N/A,1,whole.indiv,,,,,
0119,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Bryophyta,Sphagnales,Sphagnaceae,Sphagnum,N/A,1,whole.indiv,,,,,
0120,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Bryophyta,Sphagnales,Sphagnaceae,Sphagnum,N/A,1,whole.indiv,,,,,
0121,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Bryophyta,Sphagnales,Sphagnaceae,Sphagnum,N/A,1,whole.indiv,,,,,
0122,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Bryophyta,Sphagnales,Sphagnaceae,Sphagnum,N/A,1,whole.indiv,,,,,
0123,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,emergent,,,,,
0124,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,leaf,,,,,
0125,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,emergent,,,,,
0126,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,leaf,,,,,
0127,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,emergent,,,,,
0128,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,leaf,,,,,
0129,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,emergent,,,,,
0130,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,leaf,,,,,
0131,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,emergent,,,,,
0132,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,leaf,,,,,
0133,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,emergent,,,,,
0134,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,leaf,,,,,
0135,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,emergent,,,,,
0136,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,N/A,N/A,1,leaf,,,,,
0137,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,inflorescence,,,,,
0139,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,inflorescence,,,,,
0140,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,inflorescence,,,,,
0141,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,inflorescence,,,,,
0150,WCW,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Typhales,Sparganiaceae,Sparganium,augustifolium,1,seed,,,,,
0152,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Halorgales,Haloragaceae,Myriophyllum,sibiricum,1,emergent,,,,,
0153,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Halorgales,Haloragaceae,Myriophyllum,sibiricum,1,emergent,,,,,
0154,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0155,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0156,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,emergent,,,,,
0157,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Bryophyta,Sphagnales,Sphagnaceae,Sphagnum,N/A,1,whole.indiv,,,,,
0158,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Bryophyta,Sphagnales,Sphagnaceae,Sphagnum,N/A,1,whole.indiv,,,,,
0159,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Bryophyta,Sphagnales,Sphagnaceae,Sphagnum,N/A,1,whole.indiv,,,,,
0160,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,N/A,1,emergent,,,,,
0161,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,N/A,1,emergent,,,,,
0162,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,N/A,1,emergent,,,,,
0163,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
